FIRST_NAME,LAST_NAME,COUNTRY,DISPLAY_FIRST_LAST,TEAM_ABBREVIATION,SCHOOL,BIRTHDATE,TEAM_ID,TEAM_CODE,DISPLAY_FI_LAST,TEAM_CITY,PLAYERCODE,PERSON_ID,POSITION,DISPLAY_LAST_COMMA_FIRST,LAST_AFFILIATION,ROSTERSTATUS,TEAM_NAME,JERSEY
Maurice,Harkless,USA,Maurice Harkless,ORL,"St. John's, N.Y.",1993-05-11T00:00:00,1610612753,magic,M. Harkless,Orlando,maurice_harkless,203090,Forward,"Harkless, Maurice",St. John's (N.Y.)/USA,Active,Magic,21
Royce,White,USA,Royce White,,Iowa State,1991-04-10T00:00:00,0,,R. White,,royce_white,203091,,"White, Royce",Iowa State/USA,Inactive,,
Tyler,Zeller,USA,Tyler Zeller,CLE,North Carolina,1990-01-17T00:00:00,1610612739,cavaliers,T. Zeller,Cleveland,tyler_zeller,203092,Center-Forward,"Zeller, Tyler",North Carolina/USA,Active,Cavaliers,40
Terrence,Jones,USA,Terrence Jones,HOU,Kentucky,1992-01-09T00:00:00,1610612745,rockets,T. Jones,Houston,terrence_jones,203093,Forward,"Jones, Terrence",Kentucky/USA,Active,Rockets,6
Andrew,Nicholson,Canada,Andrew Nicholson,ORL,St. Bonaventure,1989-12-08T00:00:00,1610612753,magic,A. Nicholson,Orlando,andrew_nicholson,203094,Forward,"Nicholson, Andrew",St. Bonaventure/Canada,Active,Magic,44
Evan,Fournier,France,Evan Fournier,DEN,France,1992-10-29T00:00:00,1610612743,nuggets,E. Fournier,Denver,evan_fournier,203095,Guard,"Fournier, Evan",Poitiers Basket 86/France,Active,Nuggets,94
Jared,Sullinger,USA,Jared Sullinger,BOS,Ohio State,1992-03-04T00:00:00,1610612738,celtics,J. Sullinger,Boston,jared_sullinger,203096,Center-Forward,"Sullinger, Jared",Ohio State/USA,Active,Celtics,7
John,Jenkins,USA,John Jenkins,ATL,Vanderbilt,1991-03-06T00:00:00,1610612737,hawks,J. Jenkins,Atlanta,john_jenkins,203098,Guard,"Jenkins, John",Vanderbilt/USA,Active,Hawks,12
Jared,Cunningham,USA,Jared Cunningham,SAC,Oregon State,1991-05-22T00:00:00,1610612758,kings,J. Cunningham,Sacramento,jared_cunningham,203099,Guard,"Cunningham, Jared",Oregon State/USA,Active,Kings,9
Jared,Cunningham,USA,Jared Cunningham,SAC,Oregon State,1991-05-22T00:00:00,1610612758,kings,J. Cunningham,Sacramento,jared_cunningham,203099,Guard,"Cunningham, Jared",Oregon State/USA,Active,Kings,9
Jared,Cunningham,USA,Jared Cunningham,SAC,Oregon State,1991-05-22T00:00:00,1610612758,kings,J. Cunningham,Sacramento,jared_cunningham,203099,Guard,"Cunningham, Jared",Oregon State/USA,Active,Kings,9
Tony,Wroten,USA,Tony Wroten,PHI,Washington,1993-04-13T00:00:00,1610612755,sixers,T. Wroten,Philadelphia,tony_wroten,203100,Guard,"Wroten, Tony",Washington/USA,Active,76ers,8
Miles,Plumlee,USA,Miles Plumlee,PHX,Duke,1988-09-01T00:00:00,1610612756,suns,M. Plumlee,Phoenix,miles_plumlee,203101,Center-Forward,"Plumlee, Miles",Duke/USA,Active,Suns,22
Arnett,Moultrie,USA,Arnett Moultrie,PHI,Mississippi State,1990-11-18T00:00:00,1610612755,sixers,A. Moultrie,Philadelphia,arnett_moultrie,203102,Forward,"Moultrie, Arnett",Mississippi State/USA,Active,76ers,5
Perry,Jones,USA,Perry Jones,OKC,Baylor,1991-09-24T00:00:00,1610612760,thunder,P. Jones,Oklahoma City,perry_jones,203103,Forward,"Jones, Perry",Baylor/USA,Active,Thunder,3
Marquis,Teague,USA,Marquis Teague,BKN,Kentucky,1993-02-28T00:00:00,1610612751,nets,M. Teague,Brooklyn,marquis_teague,203104,Guard,"Teague, Marquis",Kentucky/USA,Active,Nets,12
Marquis,Teague,USA,Marquis Teague,BKN,Kentucky,1993-02-28T00:00:00,1610612751,nets,M. Teague,Brooklyn,marquis_teague,203104,Guard,"Teague, Marquis",Kentucky/USA,Active,Nets,12
Marquis,Teague,USA,Marquis Teague,BKN,Kentucky,1993-02-28T00:00:00,1610612751,nets,M. Teague,Brooklyn,marquis_teague,203104,Guard,"Teague, Marquis",Kentucky/USA,Active,Nets,12
Jeff,Taylor,Sweden,Jeff Taylor,CHA,Vanderbilt,1989-05-23T00:00:00,1610612766,bobcats,J. Taylor,Charlotte,jeff_taylor,203106,Forward,"Taylor, Jeff",Vanderbilt/Sweden,Active,Bobcats,44
Bernard,James,USA,Bernard James,DAL,Florida State,1985-02-07T00:00:00,1610612742,mavericks,B. James,Dallas,bernard_james,203108,Center,"James, Bernard",Florida State/USA,Active,Mavericks,5
Jae,Crowder,USA,Jae Crowder,DAL,Marquette,1990-07-06T00:00:00,1610612742,mavericks,J. Crowder,Dallas,jae_crowder,203109,Forward,"Crowder, Jae",Marquette/USA,Active,Mavericks,9
Draymond,Green,USA,Draymond Green,GSW,Michigan State,1990-03-04T00:00:00,1610612744,warriors,D. Green,Golden State,draymond_green,203110,Forward,"Green, Draymond",Michigan State/USA,Active,Warriors,23
Orlando,Johnson,USA,Orlando Johnson,,UC Santa Barbara,1989-03-11T00:00:00,0,,O. Johnson,,orlando_johnson,203111,,"Johnson, Orlando",California-Santa Barbara/USA,Inactive,,
Orlando,Johnson,USA,Orlando Johnson,,UC Santa Barbara,1989-03-11T00:00:00,0,,O. Johnson,,orlando_johnson,203111,,"Johnson, Orlando",California-Santa Barbara/USA,Inactive,,
Orlando,Johnson,USA,Orlando Johnson,,UC Santa Barbara,1989-03-11T00:00:00,0,,O. Johnson,,orlando_johnson,203111,,"Johnson, Orlando",California-Santa Barbara/USA,Inactive,,
Quincy,Acy,USA,Quincy Acy,SAC,Baylor,1990-10-06T00:00:00,1610612758,kings,Q. Acy,Sacramento,quincy_acy,203112,Forward,"Acy, Quincy",Baylor/USA,Active,Kings,5
Quincy,Acy,USA,Quincy Acy,SAC,Baylor,1990-10-06T00:00:00,1610612758,kings,Q. Acy,Sacramento,quincy_acy,203112,Forward,"Acy, Quincy",Baylor/USA,Active,Kings,5
Quincy,Acy,USA,Quincy Acy,SAC,Baylor,1990-10-06T00:00:00,1610612758,kings,Q. Acy,Sacramento,quincy_acy,203112,Forward,"Acy, Quincy",Baylor/USA,Active,Kings,5
Quincy,Miller,USA,Quincy Miller,DEN,Baylor,1992-11-18T00:00:00,1610612743,nuggets,Q. Miller,Denver,quincy_miller,203113,Forward,"Miller, Quincy",Baylor/USA,Active,Nuggets,30
Khris,Middleton,USA,Khris Middleton,MIL,Texas A&M,1991-08-12T00:00:00,1610612749,bucks,K. Middleton,Milwaukee,khris_middleton,203114,Forward,"Middleton, Khris",Texas A&M/USA,Active,Bucks,22
Will,Barton,USA,Will Barton,POR,Memphis,1991-01-06T00:00:00,1610612757,blazers,W. Barton,Portland,will_barton,203115,Guard,"Barton, Will",Memphis/USA,Active,Trail Blazers,5
Tyshawn,Taylor,USA,Tyshawn Taylor,,Kansas,1990-04-12T00:00:00,0,,T. Taylor,,tyshawn_taylor,203116,,"Taylor, Tyshawn",Kansas/USA,Inactive,,
Doron,Lamb,USA,Doron Lamb,ORL,Kentucky,1991-11-06T00:00:00,1610612753,magic,D. Lamb,Orlando,doron_lamb,203117,Guard,"Lamb, Doron",Kentucky/USA,Active,Magic,1
Mike,Scott,USA,Mike Scott,ATL,Virginia,1988-07-16T00:00:00,1610612737,hawks,M. Scott,Atlanta,mike_scott,203118,Forward,"Scott, Mike",Virginia/USA,Active,Hawks,32
Justin,Hamilton,USA,Justin Hamilton,MIA,Louisiana State,1990-04-01T00:00:00,1610612748,heat,J. Hamilton,Miami,justin_hamilton,203120,Center,"Hamilton, Justin",Louisiana State/USA,Active,Heat,7
Justin,Hamilton,USA,Justin Hamilton,MIA,Louisiana State,1990-04-01T00:00:00,1610612748,heat,J. Hamilton,Miami,justin_hamilton,203120,Center,"Hamilton, Justin",Louisiana State/USA,Active,Heat,7
Justin,Hamilton,USA,Justin Hamilton,MIA,Louisiana State,1990-04-01T00:00:00,1610612748,heat,J. Hamilton,Miami,justin_hamilton,203120,Center,"Hamilton, Justin",Louisiana State/USA,Active,Heat,7
Darius,Miller,USA,Darius Miller,NOP,Kentucky,1990-03-21T00:00:00,1610612740,pelicans,D. Miller,New Orleans,darius_miller,203121,Forward,"Miller, Darius",Kentucky/USA,Active,Pelicans,2
Kyle,O'Quinn,USA,Kyle O'Quinn,ORL,Norfolk State,1990-03-26T00:00:00,1610612753,magic,K. O'Quinn,Orlando,kyle_oquinn,203124,Forward,"O'Quinn, Kyle",Norfolk State/USA,Active,Magic,2
Tornike,Shengelia,Georgia,Tornike Shengelia,,Belgium,1991-10-05T00:00:00,0,,T. Shengelia,,tornike_shengelia,203129,,"Shengelia, Tornike",Spirou Charleroi (Spain)/Georgia,Inactive,,
Tornike,Shengelia,Georgia,Tornike Shengelia,,Belgium,1991-10-05T00:00:00,0,,T. Shengelia,,tornike_shengelia,203129,,"Shengelia, Tornike",Spirou Charleroi (Spain)/Georgia,Inactive,,
Tornike,Shengelia,Georgia,Tornike Shengelia,,Belgium,1991-10-05T00:00:00,0,,T. Shengelia,,tornike_shengelia,203129,,"Shengelia, Tornike",Spirou Charleroi (Spain)/Georgia,Inactive,,
Darius,Johnson-Odom,USA,Darius Johnson-Odom,,Marquette,1989-09-28T00:00:00,0,,D. Johnson-Odom,,darius_johnson-odom,203130,,"Johnson-Odom, Darius",Marquette/USA,Inactive,,
Robbie,Hummel,USA,Robbie Hummel,MIN,Purdue,1989-03-08T00:00:00,1610612750,timberwolves,R. Hummel,Minnesota,robbie_hummel,203133,Forward,"Hummel, Robbie",Purdue/USA,Active,Timberwolves,6
Robert,Sacre,USA,Robert Sacre,LAL,Gonzaga,1989-06-06T00:00:00,1610612747,lakers,R. Sacre,Los Angeles,robert_sacre,203135,Center,"Sacre, Robert",Gonzaga/USA,Active,Lakers,50
Ognjen,Kuzmic,Yugoslavia,Ognjen Kuzmic,GSW,,1990-05-16T00:00:00,1610612744,warriors,O. Kuzmic,Golden State,ognjen_kuzmic,203136,Center,"Kuzmic, Ognjen",Yugoslavia,Active,Warriors,1
Hollis,Thompson,USA,Hollis Thompson,PHI,Georgetown,1991-04-03T00:00:00,1610612755,sixers,H. Thompson,Philadelphia,hollis_thompson,203138,Guard-Forward,"Thompson, Hollis",Georgetown/USA,Active,76ers,31
Viacheslav,Kravtsov,Ukraine,Viacheslav Kravtsov,,Ukraine,1987-08-25T00:00:00,0,,V. Kravtsov,,viacheslav_kravtsov,203139,,"Kravtsov, Viacheslav",Ukraine,Inactive,,
Mirza,Teletovic,Bosnia,Mirza Teletovic,BKN,Bosnia,1985-09-17T00:00:00,1610612751,nets,M. Teletovic,Brooklyn,mirza_teletovic,203141,Forward,"Teletovic, Mirza",Caja Laboral Vitoria (Spain)/Bosnia,Active,Nets,33
Chris,Copeland,USA,Chris Copeland,IND,Colorado,1984-03-17T00:00:00,1610612754,pacers,C. Copeland,Indiana,chris_copeland,203142,Forward,"Copeland, Chris",Colorado/USA,Active,Pacers,22
Pablo,Prigioni,Argentina,Pablo Prigioni,NYK,Argentina,1977-05-17T00:00:00,1610612752,knicks,P. Prigioni,New York,pablo_prigioni,203143,Guard,"Prigioni, Pablo",Caja Laboral (Spain)/Argentina,Active,Knicks,9
Alexey,Shved,Russia,Alexey Shved,MIN,Russia,1988-12-16T00:00:00,1610612750,timberwolves,A. Shved,Minnesota,alexey_shved,203144,Guard,"Shved, Alexey",Russia,Active,Timberwolves,1
Kent,Bazemore,USA,Kent Bazemore,LAL,Old Dominion,1989-07-01T00:00:00,1610612747,lakers,K. Bazemore,Los Angeles,kent_bazemore,203145,Guard,"Bazemore, Kent",Old Dominion/USA,Active,Lakers,6
Kent,Bazemore,USA,Kent Bazemore,LAL,Old Dominion,1989-07-01T00:00:00,1610612747,lakers,K. Bazemore,Los Angeles,kent_bazemore,203145,Guard,"Bazemore, Kent",Old Dominion/USA,Active,Lakers,6
Kent,Bazemore,USA,Kent Bazemore,LAL,Old Dominion,1989-07-01T00:00:00,1610612747,lakers,K. Bazemore,Los Angeles,kent_bazemore,203145,Guard,"Bazemore, Kent",Old Dominion/USA,Active,Lakers,6
Maalik,Wayns,USA,Maalik Wayns,,Villanova,1991-05-02T00:00:00,0,,M. Wayns,,maalik_wayns,203146,,"Wayns, Maalik",Villanova/USA,Inactive,,
Chris,Smith,USA,Chris Smith,,Louisville,1987-10-13T00:00:00,0,,C. Smith,,chris_smith,203147,,"Smith, Chris",Louisville/USA,Inactive,,
Brian,Roberts,USA,Brian Roberts,NOP,Dayton,1985-12-03T00:00:00,1610612740,pelicans,B. Roberts,New Orleans,brian_roberts,203148,Guard,"Roberts, Brian",Dayton/USA,Active,Pelicans,22
Henry,Sims,USA,Henry Sims,PHI,Georgetown,1990-03-27T00:00:00,1610612755,sixers,H. Sims,Philadelphia,henry_sims,203156,Center,"Sims, Henry",Georgetown/USA,Active,76ers,35
Henry,Sims,USA,Henry Sims,PHI,Georgetown,1990-03-27T00:00:00,1610612755,sixers,H. Sims,Philadelphia,henry_sims,203156,Center,"Sims, Henry",Georgetown/USA,Active,76ers,35
Henry,Sims,USA,Henry Sims,PHI,Georgetown,1990-03-27T00:00:00,1610612755,sixers,H. Sims,Philadelphia,henry_sims,203156,Center,"Sims, Henry",Georgetown/USA,Active,76ers,35
Tony,Mitchell,,Tony Mitchell,,Alabama,1989-08-07T00:00:00,0,,T. Mitchell,,tony_mitchell,203183,,"Mitchell, Tony",Alabama,Inactive,,
Chris,Johnson,USA,Chris Johnson,BOS,Dayton,1990-04-29T00:00:00,1610612738,celtics,C. Johnson,Boston,christapher_johnson,203187,Forward-Guard,"Johnson, Chris",Dayton,Active,Celtics,12
Diante,Garrett,USA,Diante Garrett,UTA,Iowa State,1988-11-03T00:00:00,1610612762,jazz,D. Garrett,Utah,diante_garrett,203197,Guard,"Garrett, Diante",Iowa State/USA,Active,Jazz,8
James,Nunnally,USA,James Nunnally,,California-Santa Barbara,1990-07-14T00:00:00,0,,J. Nunnally,,james_nunnally,203263,,"Nunnally, James",California-Santa Barbara/USA,Inactive,,
James,Nunnally,USA,James Nunnally,,California-Santa Barbara,1990-07-14T00:00:00,0,,J. Nunnally,,james_nunnally,203263,,"Nunnally, James",California-Santa Barbara/USA,Inactive,,
James,Nunnally,USA,James Nunnally,,California-Santa Barbara,1990-07-14T00:00:00,0,,J. Nunnally,,james_nunnally,203263,,"Nunnally, James",California-Santa Barbara/USA,Inactive,,
Jorge,Gutierrez,Mexico,Jorge Gutierrez,BKN,UC Berkeley,1988-12-27T00:00:00,1610612751,nets,J. Gutierrez,Brooklyn,jorge_gutierrez,203268,Guard,"Gutierrez, Jorge",UC Berkeley/Mexico,Active,Nets,13
Toure,Murry,USA,Toure Murry,NYK,Wichita State,1989-11-08T00:00:00,1610612752,knicks,T. Murry,New York,toure_murry,203315,Guard,"Murry, Toure",Wichita State/USA,Active,Knicks,23
Glen,Rice Jr.,USA,Glen Rice Jr.,WAS,Georgia Tech,1991-01-01T00:00:00,1610612764,wizards,G. Rice Jr.,Washington,glen_rice_jr,203318,Guard-Forward,"Rice Jr., Glen",Georgia Tech/USA,Active,Wizards,14
Aron,Baynes,New Zealand,Aron Baynes,SAS,Washington State,1986-12-09T00:00:00,1610612759,spurs,A. Baynes,San Antonio,aron_baynes,203382,Forward-Center,"Baynes, Aron",Washington State/New Zealand,Active,Spurs,16
Mike,Miller,USA,Mike Miller,MEM,Florida,1980-02-19T00:00:00,1610612763,grizzlies,M. Miller,Memphis,mike_miller,2034,Forward,"Miller, Mike",Florida/USA,Active,Grizzlies,13
Alex,Len,USSR,Alex Len,PHX,Maryland,1993-06-16T00:00:00,1610612756,suns,A. Len,Phoenix,alex_len,203458,Center,"Len, Alex",Maryland/USSR,Active,Suns,21
Allen,Crabbe,USA,Allen Crabbe,POR,California,1992-04-09T00:00:00,1610612757,blazers,A. Crabbe,Portland,allen_crabbe,203459,Guard,"Crabbe, Allen",California/USA,Active,Trail Blazers,23
Andre,Roberson,USA,Andre Roberson,OKC,Colorado,1991-12-04T00:00:00,1610612760,thunder,A. Roberson,Oklahoma City,andre_roberson,203460,Guard-Forward,"Roberson, Andre",Colorado/USA,Active,Thunder,21
Anthony,Bennett,Canada,Anthony Bennett,CLE,Nevada-Las Vegas,1993-03-14T00:00:00,1610612739,cavaliers,A. Bennett,Cleveland,anthony_bennett,203461,Forward,"Bennett, Anthony",Nevada-Las Vegas/Canada,Active,Cavaliers,15
Archie,Goodwin,USA,Archie Goodwin,PHX,Kentucky,1994-08-17T00:00:00,1610612756,suns,A. Goodwin,Phoenix,archie_goodwin,203462,Guard,"Goodwin, Archie",Kentucky/USA,Active,Suns,20
Ben,McLemore,USA,Ben McLemore,SAC,Kansas,1993-02-11T00:00:00,1610612758,kings,B. McLemore,Sacramento,ben_mclemore,203463,Guard,"McLemore, Ben",Kansas/USA,Active,Kings,16
Carrick,Felix,USA,Carrick Felix,CLE,Arizona State,1990-08-17T00:00:00,1610612739,cavaliers,C. Felix,Cleveland,carrick_felix,203467,Guard-Forward,"Felix, Carrick",Arizona State/USA,Active,Cavaliers,30
CJ,McCollum,USA,CJ McCollum,POR,Lehigh,1991-09-19T00:00:00,1610612757,blazers,C. McCollum,Portland,cj_mccollum,203468,Guard,"McCollum, CJ",Lehigh,Active,Trail Blazers,3
Cody,Zeller,USA,Cody Zeller,CHA,Indiana,1992-10-05T00:00:00,1610612766,bobcats,C. Zeller,Charlotte,cody_zeller,203469,Center-Forward,"Zeller, Cody",Indiana/USA,Active,Bobcats,40
Dennis,Schroder,Germany,Dennis Schroder,ATL,Germany,1993-09-15T00:00:00,1610612737,hawks,D. Schroder,Atlanta,dennis_schroder,203471,Guard,"Schroder, Dennis",Germany,Active,Hawks,17
Dewayne,Dedmon,USA,Dewayne Dedmon,ORL,USC,1989-08-12T00:00:00,1610612753,magic,D. Dedmon,Orlando,dewayne_dedmon,203473,Center,"Dedmon, Dewayne",USC,Active,Magic,3
Dewayne,Dedmon,USA,Dewayne Dedmon,ORL,USC,1989-08-12T00:00:00,1610612753,magic,D. Dedmon,Orlando,dewayne_dedmon,203473,Center,"Dedmon, Dewayne",USC,Active,Magic,3
Dewayne,Dedmon,USA,Dewayne Dedmon,ORL,USC,1989-08-12T00:00:00,1610612753,magic,D. Dedmon,Orlando,dewayne_dedmon,203473,Center,"Dedmon, Dewayne",USC,Active,Magic,3
Dewayne,Dedmon,USA,Dewayne Dedmon,ORL,USC,1989-08-12T00:00:00,1610612753,magic,D. Dedmon,Orlando,dewayne_dedmon,203473,Center,"Dedmon, Dewayne",USC,Active,Magic,3
DJ,Stephens,,DJ Stephens,,,1900-01-01T00:00:00,0,,D. Stephens,,dj_stephens,203474,,"Stephens, DJ",,Inactive,,
Gorgui,Dieng,Senegal,Gorgui Dieng,MIN,Louisville,1990-01-18T00:00:00,1610612750,timberwolves,G. Dieng,Minnesota,gorgui_dieng,203476,Center,"Dieng, Gorgui",Louisville/Senegal,Active,Timberwolves,5
Isaiah,Canaan,USA,Isaiah Canaan,HOU,Murray State,1991-05-02T00:00:00,1610612745,rockets,I. Canaan,Houston,isaiah_canaan,203477,Guard,"Canaan, Isaiah",Murray State/USA,Active,Rockets,1
Jamaal,Franklin,USA,Jamaal Franklin,MEM,San Diego State,1991-07-21T00:00:00,1610612763,grizzlies,J. Franklin,Memphis,jamaal_franklin,203479,Guard,"Franklin, Jamaal",San Diego State/USA,Active,Grizzlies,22
James,Southerland,USA,James Southerland,NOP,Syracuse,1990-04-28T00:00:00,1610612740,pelicans,J. Southerland,New Orleans,james_southerland,203480,Forward,"Southerland, James",Syracuse/USA,Active,Pelicans,31
James,Southerland,USA,James Southerland,NOP,Syracuse,1990-04-28T00:00:00,1610612740,pelicans,J. Southerland,New Orleans,james_southerland,203480,Forward,"Southerland, James",Syracuse/USA,Active,Pelicans,31
James,Southerland,USA,James Southerland,NOP,Syracuse,1990-04-28T00:00:00,1610612740,pelicans,J. Southerland,New Orleans,james_southerland,203480,Forward,"Southerland, James",Syracuse/USA,Active,Pelicans,31
Jeff,Withey,USA,Jeff Withey,NOP,Kansas,1990-03-07T00:00:00,1610612740,pelicans,J. Withey,New Orleans,jeff_withey,203481,Center,"Withey, Jeff",Kansas/USA,Active,Pelicans,5
Kelly,Olynyk,Canada,Kelly Olynyk,BOS,Gonzaga,1991-04-19T00:00:00,1610612738,celtics,K. Olynyk,Boston,kelly_olynyk,203482,Center-Forward,"Olynyk, Kelly",Gonzaga/Canada,Active,Celtics,41
Kentavious,Caldwell-Pope,USA,Kentavious Caldwell-Pope,DET,Georgia,1993-02-18T00:00:00,1610612765,pistons,K. Caldwell-Pope,Detroit,kentavious_caldwell-pope,203484,Guard,"Caldwell-Pope, Kentavious",Georgia/USA,Active,Pistons,5
Lorenzo,Brown,USA,Lorenzo Brown,,North Carolina State,1990-08-26T00:00:00,0,,L. Brown,,lorenzo_brown,203485,,"Brown, Lorenzo",North Carolina State/USA,Inactive,,
Mason,Plumlee,USA,Mason Plumlee,BKN,Duke,1990-03-05T00:00:00,1610612751,nets,M. Plumlee,Brooklyn,mason_plumlee,203486,Forward-Center,"Plumlee, Mason",Duke/USA,Active,Nets,1
Michael,Carter-Williams,USA,Michael Carter-Williams,PHI,Syracuse,1991-10-10T00:00:00,1610612755,sixers,M. Carter-Williams,Philadelphia,michael_carter-williams,203487,Guard,"Carter-Williams, Michael",Syracuse/USA,Active,76ers,1
Mike,Muscala,USA,Mike Muscala,ATL,Bucknell,1991-07-01T00:00:00,1610612737,hawks,M. Muscala,Atlanta,mike_muscala,203488,Center,"Muscala, Mike",Bucknell/USA,Active,Hawks,31
Nate,Wolters,USA,Nate Wolters,MIL,South Dakota State,1991-05-15T00:00:00,1610612749,bucks,N. Wolters,Milwaukee,nate_wolters,203489,Guard,"Wolters, Nate",South Dakota State/USA,Active,Bucks,6
Otto,Porter,USA,Otto Porter,WAS,Georgetown,1993-06-03T00:00:00,1610612764,wizards,O. Porter,Washington,otto_porter,203490,Forward,"Porter, Otto",Georgetown/USA,Active,Wizards,22
Peyton,Siva,USA,Peyton Siva,DET,Louisville,1990-10-24T00:00:00,1610612765,pistons,P. Siva,Detroit,peyton_siva,203491,Guard,"Siva, Peyton",Louisville/USA,Active,Pistons,34
Ray,McCallum,USA,Ray McCallum,SAC,Detroit,1991-06-12T00:00:00,1610612758,kings,R. McCallum,Sacramento,ray_mccallum,203492,Guard,"McCallum, Ray",Detroit/USA,Active,Kings,3
Reggie,Bullock,USA,Reggie Bullock,LAC,North Carolina,1991-03-16T00:00:00,1610612746,clippers,R. Bullock,Los Angeles,reggie_bullock,203493,Guard,"Bullock, Reggie",North Carolina/USA,Active,Clippers,25
Ricky,Ledo,USA,Ricky Ledo,DAL,Providence,1992-09-10T00:00:00,1610612742,mavericks,R. Ledo,Dallas,ricardo_ledo,203495,Guard,"Ledo, Ricky",Providence/USA,Active,Mavericks,7
Robert,Covington,USA,Robert Covington,HOU,Tennessee State,1990-12-14T00:00:00,1610612745,rockets,R. Covington,Houston,robert_covington,203496,Forward,"Covington, Robert",Tennessee State/USA,Active,Rockets,33
Rudy,Gobert,France,Rudy Gobert,UTA,France,1992-06-26T00:00:00,1610612762,jazz,R. Gobert,Utah,rudy_gobert,203497,Center,"Gobert, Rudy",France,Active,Jazz,27
Shabazz,Muhammad,USA,Shabazz Muhammad,MIN,UCLA,1992-11-13T00:00:00,1610612750,timberwolves,S. Muhammad,Minnesota,shabazz_muhammad,203498,Forward,"Muhammad, Shabazz",UCLA/USA,Active,Timberwolves,15
Shane,Larkin,USA,Shane Larkin,DAL,Miami (Fla.),1992-10-02T00:00:00,1610612742,mavericks,S. Larkin,Dallas,shane_larkin,203499,Guard,"Larkin, Shane",Miami (Fla.)/USA,Active,Mavericks,3
Steven,Adams,New Zealand,Steven Adams,OKC,Pittsburgh,1993-07-20T00:00:00,1610612760,thunder,S. Adams,Oklahoma City,steven_adams,203500,Center,"Adams, Steven",Pittsburgh/New Zealand,Active,Thunder,12
Tim,Hardaway Jr.,USA,Tim Hardaway Jr.,NYK,Michigan,1992-03-16T00:00:00,1610612752,knicks,T. Hardaway Jr.,New York,timothy_hardaway,203501,Guard,"Hardaway Jr., Tim",Michigan/USA,Active,Knicks,5
Tony,Mitchell,USA,Tony Mitchell,DET,North Texas,1992-04-07T00:00:00,1610612765,pistons,T. Mitchell,Detroit,tony_l_mitchell,203502,Forward,"Mitchell, Tony",North Texas/USA,Active,Pistons,9
Tony,Snell,USA,Tony Snell,CHI,New Mexico,1991-11-10T00:00:00,1610612741,bulls,T. Snell,Chicago,tony_snell,203503,Guard,"Snell, Tony",New Mexico/USA,Active,Bulls,20
Trey,Burke,USA,Trey Burke,UTA,Michigan,1992-11-12T00:00:00,1610612762,jazz,T. Burke,Utah,trey_burke,203504,Guard,"Burke, Trey",Michigan/USA,Active,Jazz,3
Vander,Blue,USA,Vander Blue,,Marquette,1992-07-22T00:00:00,0,,V. Blue,,vander_blue,203505,,"Blue, Vander",Marquette/USA,Inactive,,
Victor,Oladipo,USA,Victor Oladipo,ORL,Indiana,1992-05-04T00:00:00,1610612753,magic,V. Oladipo,Orlando,victor_oladipo,203506,Guard,"Oladipo, Victor",Indiana/USA,Active,Magic,5
Giannis,Antetokounmpo,Greece,Giannis Antetokounmpo,MIL,Greece,1994-12-06T00:00:00,1610612749,bucks,G. Antetokounmpo,Milwaukee,giannis_antetokounmpo,203507,Guard-Forward,"Antetokounmpo, Giannis",Greece,Active,Bucks,34
Sergey,Karasev,Russia,Sergey Karasev,CLE,Russia,1993-10-26T00:00:00,1610612739,cavaliers,S. Karasev,Cleveland,sergey_karasev,203508,Guard,"Karasev, Sergey",Russia,Active,Cavaliers,10
Erik,Murphy,USA,Erik Murphy,UTA,Florida,1990-10-26T00:00:00,1610612762,jazz,E. Murphy,Utah,erik_murphy,203513,Forward,"Murphy, Erik",Florida/USA,Active,Jazz,33
Phil,Pressey,USA,Phil Pressey,BOS,Missouri,1991-02-17T00:00:00,1610612738,celtics,P. Pressey,Boston,phil_pressey,203515,Guard,"Pressey, Phil",Missouri,Active,Celtics,26
Nemanja,Nedovic,Serbia,Nemanja Nedovic,GSW,Serbia,1991-06-16T00:00:00,1610612744,warriors,N. Nedovic,Golden State,nemanja_nedovic,203517,Guard,"Nedovic, Nemanja",Serbia,Active,Warriors,8
Adonis,Thomas,USA,Adonis Thomas,PHI,Memphis,1993-03-25T00:00:00,1610612755,sixers,A. Thomas,Philadelphia,adonis_thomas,203519,Guard-Forward,"Thomas, Adonis",Memphis/USA,Active,76ers,7
Adonis,Thomas,USA,Adonis Thomas,PHI,Memphis,1993-03-25T00:00:00,1610612755,sixers,A. Thomas,Philadelphia,adonis_thomas,203519,Guard-Forward,"Thomas, Adonis",Memphis/USA,Active,76ers,7
Adonis,Thomas,USA,Adonis Thomas,PHI,Memphis,1993-03-25T00:00:00,1610612755,sixers,A. Thomas,Philadelphia,adonis_thomas,203519,Guard-Forward,"Thomas, Adonis",Memphis/USA,Active,76ers,7
Matthew,Dellavedova,Australia,Matthew Dellavedova,CLE,St. Mary's (CA),1990-09-08T00:00:00,1610612739,cavaliers,M. Dellavedova,Cleveland,matthew_dellavedova,203521,Guard,"Dellavedova, Matthew",St. Mary's (CA)/Australia,Active,Cavaliers,8
Solomon,Hill,USA,Solomon Hill,IND,Arizona,1991-03-18T00:00:00,1610612754,pacers,S. Hill,Indiana,solomon_hill,203524,Forward,"Hill, Solomon",Arizona,Active,Pacers,9
